/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P597-Fg062-V-C01-R01-D01122014-T143757-ML638_50_117.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg010-V-C01-R01-D07012014-T130049-ML638_50_1690.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg025-V-C01-R01-D07012014-T145914-ML638_150_50.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P597-Fg064-V-C01-R01-D01122014-T145337-ML638_200_50.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg006-V-C01-R01-D07012014-T114255-ML638_450_50.npy,1
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P597-Fg013-V-C01-R01-D30112014-T131041-ML638_600_50.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg036-V-C01-R01-D08012014-T120043-ML638_300_50.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg029-V-C01-R01-D08012014-T091929-ML638_0_50.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P597-Fg015-V-C01-R01-D30112014-T132658-ML638_50_835.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg035-V-C01-R01-D08012014-T114742-ML638_100_50.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg010-V-C01-R01-D07012014-T130049-ML638_300_50.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg032-V-C01-R01-D08012014-T094343-ML638_150_815.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P597-Fg022-V-C01-R01-D30112014-T143735-ML638_100_882.npy,0
/home/il239838/files/mixed/P597-Fg006-V-C01-R01-D30112014-T111958-ML638_400_50---P598-Fg009-V-C01-R01-D07012014-T125232-ML638_400_1003.npy,0
